goal_bonus,heading_rad,heading_deg,lambda_mean,lambda_std,lambda_median,cos_theta_mean,cos_theta_std,cos_theta_median,success_rate,mean_ep_reward
0.0,0.28559933214452693,16.36363636363638,1.222198247909546,3.434720993041992,0.6416219472885132,0.046295877546072006,0.7021816968917847,0.09805247187614441,0.69,5.951265122575796
0.0,0.34906585039886595,20.000000000000004,1.1493664979934692,4.187952041625977,0.5822346806526184,0.045482467859983444,0.6973693370819092,0.07977191358804703,0.69,5.951265122575796
0.0,0.4125323686532054,23.63636363636365,1.2402479648590088,5.117678642272949,0.5762002468109131,0.06113465875387192,0.6935683488845825,0.08409412205219269,0.69,5.951265122575796
0.0,0.47599888690754444,27.272727272727273,1.1895544528961182,3.659548044204712,0.5625750422477722,0.05771666020154953,0.7117785811424255,0.10975755751132965,0.69,5.951265122575796
0.0,0.5394654051618839,30.909090909090924,1.164058804512024,3.9599497318267822,0.5759504437446594,0.04341897740960121,0.7076112627983093,0.07821713387966156,0.69,5.951265122575796
0.0,0.6029319234162229,34.54545454545455,1.318854570388794,4.3438191413879395,0.5779361724853516,0.01903778500854969,0.7094845175743103,0.035884737968444824,0.69,5.951265122575796
0.0,0.6663984416705624,38.181818181818194,1.6679104566574097,7.157236576080322,0.5449169874191284,-0.028319139033555984,0.7145285606384277,-0.05521266162395477,0.69,5.951265122575796
0.0,0.7298649599249014,41.81818181818182,2.059617280960083,27.246416091918945,0.5328619480133057,-0.03836613893508911,0.7170388102531433,-0.08374477922916412,0.69,5.951265122575796
0.0,0.7933314781792409,45.45454545454547,3.38676118850708,47.6868896484375,0.5404567718505859,-0.0383276529610157,0.7147480845451355,-0.07859073579311371,0.69,5.951265122575796
0.0,0.8567979964335799,49.090909090909086,1.895829200744629,8.370734214782715,0.5015629529953003,-0.062435332685709,0.692577600479126,-0.10270578414201736,0.69,5.951265122575796
0.0,0.9202645146879194,52.727272727272734,1.6659209728240967,5.431087017059326,0.5458415150642395,-0.061547525227069855,0.6986932158470154,-0.12497004866600037,0.69,5.951265122575796
0.0,0.9837310329422584,56.36363636363636,1.4591196775436401,3.6782426834106445,0.5615295171737671,-0.03410821408033371,0.697930097579956,-0.07152071595191956,0.69,5.951265122575796
0.0,1.0471975511965983,60.000000000000036,1.5044265985488892,4.5657782554626465,0.6099011301994324,-0.02095867693424225,0.6991994976997375,-0.057140544056892395,0.69,5.951265122575796
0.0,1.1106640694509373,63.636363636363654,1.4568840265274048,3.881012201309204,0.5981498956680298,0.023578304797410965,0.6978800892829895,0.02784597873687744,0.69,5.951265122575796
0.0,1.1741305877052763,67.27272727272728,1.454904317855835,3.688748836517334,0.6061267852783203,0.05792775750160217,0.7060258388519287,0.09707579016685486,0.69,5.951265122575796
0.0,1.2375971059596154,70.9090909090909,1.5450423955917358,6.021973609924316,0.5905534029006958,0.05668097734451294,0.7168452143669128,0.11912988871335983,0.69,5.951265122575796
0.0,1.3010636242139553,74.54545454545458,1.3975807428359985,3.809175491333008,0.559693455696106,0.07421453297138214,0.7060626149177551,0.14710940420627594,0.69,5.951265122575796
0.0,1.3645301424682943,78.1818181818182,1.3671916723251343,3.8203811645507812,0.53208327293396,0.06685475260019302,0.7098028063774109,0.12497762590646744,0.69,5.951265122575796
0.0,1.4279966607226333,81.81818181818183,1.3053762912750244,3.308440923690796,0.5282567739486694,0.041628338396549225,0.7111851572990417,0.0764782726764679,0.69,5.951265122575796
0.0,1.4914631789769723,85.45454545454544,1.3947993516921997,4.179734230041504,0.5331853628158569,0.022713549435138702,0.6974616646766663,0.05262124538421631,0.69,5.951265122575796
0.0,1.5549296972313122,89.09090909090912,1.3928635120391846,4.390847206115723,0.5622158646583557,0.04694755747914314,0.6903523802757263,0.09253967553377151,0.69,5.951265122575796
0.0,1.6183962154856513,92.72727272727275,1.4743374586105347,5.194312572479248,0.5809940099716187,0.0703112930059433,0.6949295997619629,0.1367645114660263,0.69,5.951265122575796
0.0,1.6818627337399903,96.36363636363636,1.5964018106460571,5.5795063972473145,0.5858331322669983,0.06741639226675034,0.6999630928039551,0.14431075751781464,0.69,5.951265122575796
0.0,1.7453292519943293,99.99999999999999,1.7578017711639404,6.970378875732422,0.5995200276374817,0.052466731518507004,0.6969251036643982,0.08202753961086273,0.69,5.951265122575796
0.0,1.8087957702486692,103.63636363636367,1.829921007156372,7.587965488433838,0.5674746036529541,0.0015362061094492674,0.6925800442695618,-0.004255100153386593,0.69,5.951265122575796
0.0,1.8722622885030082,107.27272727272728,1.7666738033294678,6.281804084777832,0.5764830708503723,0.006168271880596876,0.7104768753051758,0.022872187197208405,0.69,5.951265122575796
0.0,1.9357288067573473,110.9090909090909,2.121014356613159,9.747912406921387,0.6633700728416443,-0.0049758609384298325,0.714603841304779,-0.020842812955379486,0.69,5.951265122575796
0.0,1.9991953250116872,114.54545454545458,2.062932252883911,6.449767589569092,0.698772132396698,0.002306747017428279,0.7155864834785461,0.02320215106010437,0.69,5.951265122575796
0.0,2.062661843266026,118.1818181818182,2.1571407318115234,5.885514259338379,0.7394909262657166,-0.014184934087097645,0.7146716117858887,-0.02418699488043785,0.69,5.951265122575796
0.0,2.126128361520365,121.81818181818183,2.2437286376953125,6.369618892669678,0.7889740467071533,0.010471086949110031,0.7059910893440247,0.03601793944835663,0.69,5.951265122575796
0.0,2.1895948797747042,125.45454545454545,2.322906255722046,6.260993957519531,0.8341969847679138,0.05899312347173691,0.7030171751976013,0.1258762925863266,0.69,5.951265122575796
0.0,2.253061398029044,129.09090909090912,2.5548880100250244,6.395196437835693,0.8631787300109863,0.1051509752869606,0.6982975602149963,0.20402860641479492,0.69,5.951265122575796
0.0,2.316527916283383,132.72727272727275,2.8653547763824463,11.983752250671387,0.7904558181762695,0.09375177323818207,0.7065891623497009,0.1645963490009308,0.69,5.951265122575796
0.0,2.379994434537722,136.36363636363637,3.4757676124572754,16.719778060913086,0.7674307227134705,0.05109880864620209,0.7138007879257202,0.09974712133407593,0.69,5.951265122575796
0.0,2.443460952792061,140.0,3.4334747791290283,11.653581619262695,0.762641966342926,0.033042289316654205,0.7217682003974915,0.06326082348823547,0.69,5.951265122575796
0.0,2.506927471046401,143.63636363636365,3.448254108428955,13.245333671569824,0.7451679706573486,-0.004408336244523525,0.7139059901237488,-0.02306537702679634,0.69,5.951265122575796
